au_cricos,name,latitude,longitude,short_name,website,country,note
10036143,South Gloucestershire And Stroud College,51.463746,-2.622455,SGSCOL,http://www.sgscol.ac.uk,UK,"Campuses: Bristol Zoological Gardens, Wise Campus, Stroud Campus, Queen's Road Campus, Filton Campus, Berkeley Green Campus"
10037449,University of St Mark & St John,50.421167,-4.110432,MARJON,http://www.marjon.ac.uk,UK,
10037544,Bimm Limited,52.476331,-1.884235,,http://www.bimm.co.uk,UK,"Campuses: BIMM Birmingham, BIMM Manchester - Great Marlborough Street, London, BIMM Bristol - Kings Square, BRICCT Brighton, BIMM Brighton - West, BIMM Brighton - East"
10038763,ForMission,52.422375,-1.938931,,http://www.formission.org.uk,UK,"Campuses: Midlands Campus and Head Office, Manchester Campus, London Campus, Liverpool Campus, Leeds Campus, Intensive Campus, Exeter Campus"
10039082,City and Guilds of London Art School,51.487426,-0.107349,CITYANDGUILDSARTSCHOOL,http://www.cityandguildsartschool.ac.uk,UK,
10039956,The University of Law,53.480363,-2.239319,LAW,http://www.law.ac.uk,UK,"Campuses: Manchester, London, Leeds, Guildford, Chester, Bristol, Birmingham"
10040812,Harper Adams University,52.780019,-2.42538,HARPER-ADAMS,http://www.harper-adams.ac.uk,UK,
10041295,Coleg Cambria,53.050054,-2.992905,CAMBRIA,http://www.cambria.ac.uk,UK,"Campuses: Coleg Cambria Yale Campus, Coleg Cambria Northop Campus, Coleg Cambria Llysfasi Campus, Coleg Cambria Deeside Campus"
10041898,Hy Education Limited,51.488718,-0.096152,,http://apexcollege.co.uk,UK,"Campuses: First Floor, Manor Housem 224-236 Walworth Road, SE17 1JE"
10042364,Ballet West,56.418367,-5.2167,,http://balletwest.ac.uk,UK,"Campuses: Taynuilt, Argyll"
10042570,Pearson College London,51.516764,-0.122973,PEARSONCOLLEGELONDON,http://www.pearsoncollegelondon.ac.uk,UK,"Campuses: MidTown Campus, 190 High Holborn"
10045289,Montessori Centre International,51.534439,-0.181478,,https://www.londonmetsu.org.uk,UK,"Campuses: St Johns Wood, London"
10045476,Met Film School Limited,51.50881,-0.307005,,http://www.uwlsu.com,UK,
10048199,New College of the Humanities,51.519284,-0.13097,NCHLONDON.,https://www.nchlondon.ac.uk,UK,"Campuses: London, Bloomsbury"
10053279,The Sherwood Institute,52.951707,-1.154566,STAFFS,http://www.staffs.ac.uk/,UK,
99999997,Medway School of Pharmacy,51.39693,0.539673,,https://www.gkunions.co.uk,UK,
99999998,Hull York Medical School,53.76964,-0.367165,,http://www.yusu.org,UK,"Campuses: The University of Hull, The University of York"
99999999,Brighton and Sussex Medical School,50.860268,-0.085662,BSMS,http://www.bsms.ac.uk/,UK,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
